45107,1626.02
45197,1627.73
45283,1629.43
45360,1631.11
45462,1632.79
45585,1634.47
45721,1636.14
45859,1637.81
46024,1639.49
46194,1641.15
46363,1642.79
46531,1644.43
46664,1646.07
46788,1647.71
46911,1649.34
47026,1650.98
47146,1652.61
47245,1654.23
47391,1655.85
47529,1657.45
47649,1659.05
47767,1660.65
47892,1662.25
48021,1663.83
48151,1665.41
48279,1666.99
48400,1668.57
48532,1670.14
48671,1671.7
48795,1673.26
48926,1674.82
49057,1676.38
49190,1677.93
49320,1679.47
49432,1680.78
49541,1682.08
49652,1683.61
49768,1685.13
49884,1686.65
50002,1688.15
50307.5,1689.66
50470,1691.17
50632.6,1692.67
50795.1,1694.17
50957.7,1695.67
51120.2,1697.16
51282.8,1698.64
51445.3,1700.12
51607.9,1701.48
51770.4,1702.83
51933,1704.42
52134.7,1706
52336.4,1707.46
52538.1,1708.91
52739.8,1710.36
52941.5,1711.8
53219.3,1713.24
53497.2,1714.67
53775.1,1716.1
54052.9,1717.52
54330.8,1718.94
54584,1720.36
54837.3,1721.78
55090.5,1723.19
55343.8,1724.59
55597,1725.99
55810.6,1727.39
56024.2,1728.78
56237.8,1730.16
56451.4,1731.54
56665,1732.91
56883.6,1734.28
57102.2,1735.65
57320.8,1737.01
57539.4,1738.37
57758,1739.73
57998.8,1741.09
58239.6,1742.45
58480.4,1743.79
58721.2,1745.13
58962,1746.47
59219,1747.81
59476,1749.13
59733,1750.46
59990,1751.79
60247,1753.11
60524.4,1754.43
60801.8,1755.74
61079.2,1757.05
61356.6,1758.35
61634,1759.65
61869.8,1760.95
62105.6,1762.25
62341.4,1763.53
62577.2,1764.81
62813,1766.09
63066.4,1767.36
63319.8,1768.63
63573.2,1769.9
63826.6,1771.17
64080,1772.43
64411.2,1773.69
64742.4,1774.94
65073.6,1776.19
65404.8,1777.44
65736,1778.69
66022.2,1779.94
66308.4,1781.17
66594.6,1782.39
66880.8,1784.22
67167,1786.66
67421,1789.08
67675,1791.49
67929,1793.89
68183,1796.27
68437,1798.66
68747.2,1801.03
69057.4,1803.38
69367.6,1805.71
69677.8,1808.04
69988,1810.34
70304.2,1812.62
70620.4,1814.88
70936.6,1817.14
71252.8,1819.37
71569,1821.59
71872,1823.81
72175,1826.01
72478,1828.2
72750.7,1830.39
73023.3,1832.58
73296,1834.76
73623.3,1836.91
73950.7,1839.05
74278,1841.16
74598.3,1843.26
74918.7,1845.34
75239,1847.42
75564,1849.49
75889,1851.54
76214,1853.57
76521,1855.59
76828,1857.61
77135,1859.62
77438.3,1861.63
77741.7,1863.62
78045,1865.58
78372.8,1867.54
78700.5,1869.54
79028.3,1871.6
79356,1873.59
79726.7,1875.5
80097.3,1877.4
80468,1879.28
80846.3,1881.14
81224.7,1883
81603,1884.86
81991,1886.71
82379,1888.53
82767,1890.35
83161.7,1892.15
83556.3,1893.94
83951,1895.72
84368,1897.48
84785,1899.24
85202,1901
85637.3,1902.74
86072.7,1904.48
86508,1906.19
86961.3,1907.88
87414.7,1909.57
87868,1911.25
88326.7,1912.93
88785.3,1914.61
89244,1916.27
89700,1917.92
