939.96	0.11
941.83	0.109670659
943.7	0.109670659
945.57	0.110658683
947.44	0.11
949.31	0.110988024
951.17	0.111646707
953.03	0.110658683
954.89	0.112964072
956.74	0.111646707
958.58	0.112964072
960.42	0.111976048
962.26	0.114281437
964.09	0.114610778
965.93	0.113952096
967.77	0.114281437
969.61	0.110988024
971.43	0.112305389
973.25	0.114281437
975.07	0.112305389
976.9	0.113622754
978.73	0.111976048
980.55	0.113293413
982.36	0.11
984.17	0.110658683
985.98	0.11
987.78	0.110658683
989.58	0.111317365
991.38	0.110658683
993.17	0.111976048
994.94	0.113952096
996.71	0.114610778
998.5	0.115269461
1000.29	0.114610778
1002.07	0.115269461
1003.85	0.114281437
1005.63	0.113293413
1007.4	0.112634731
1009.18	0.115598802
1010.96	0.112964072
1012.73	0.111976048
1014.49	0.112305389
1016.25	0.111317365
1018.01	0.112305389
1019.78	0.11
1021.55	0.110988024
1023.31	0.111317365
1025.07	0.112305389
1026.81	0.11
1028.56	0.110988024
1030.31	0.111646707
1032.05	0.111646707
1033.79	0.111317365
1035.53	0.111317365
1037.26	0.111646707
1039	0.112964072
1040.73	0.110658683
1042.45	0.112305389
1044.16	0.112305389
1045.87	0.112305389
1047.59	0.110329341
1049.3	0.110658683
1051.01	0.112964072
1052.72	0.111976048
1054.43	0.112305389
1056.14	0.110988024
1057.85	0.110988024
1059.55	0.113622754
1061.25	0.112634731
1062.95	0.114281437
1064.65	0.112964072
1066.34	0.112964072
1068.03	0.115928144
1069.72	0.114281437
1071.4	0.115928144
1073.08	0.113952096
1074.76	0.111976048
1076.44	0.112305389
1078.12	0.113622754
1079.79	0.115598802
1081.46	0.115269461
1083.12	0.113952096
1084.78	0.113622754
1086.44	0.115598802
1088.1	0.115928144
1089.76	0.116586826
1091.41	0.115928144
1093.06	0.117245509
1094.71	0.120209581
1096.36	0.117245509
1098.01	0.11757485
1099.66	0.119550898
1101.3	0.119221557
1102.94	0.11757485
1104.57	0.116916168
1106.19	0.116916168
1107.81	0.115928144
1109.43	0.115928144
1111.05	0.115928144
1112.67	0.118233533
1114.29	0.11757485
1115.91	0.120538922
1117.53	0.120538922
1119.14	0.119221557
1120.75	0.120209581
1122.36	0.120538922
1123.96	0.120868263
1125.56	0.11988024
1127.16	0.120538922
1128.76	0.121856287
1130.34	0.120538922
1131.92	0.121526946
1133.51	0.122185629
1135.1	0.121526946
1136.68	0.120868263
1138.26	0.122185629
1139.84	0.11988024
1141.42	0.120209581
1143	0.11757485
1144.56	0.11757485
1146.13	0.118233533
1147.7	0.121526946
1149.27	0.122844311
1150.83	0.122185629
1152.39	0.121526946
1153.95	0.122185629
1155.51	0.119221557
1157.07	0.116916168
1158.61	0.115598802
1160.16	0.118233533
1161.71	0.118562874
1163.25	0.119221557
1164.79	0.118562874
1166.34	0.118562874
1167.89	0.118892216
1169.43	0.118233533
1170.96	0.120868263
1172.49	0.119221557
1174.02	0.119221557
1175.54	0.120538922
1177.06	0.119221557
1178.58	0.11988024
1180.1	0.118233533
1181.62	0.118892216
1183.13	0.119221557
